,datetime,machineID,volt_ma_3,rotate_ma_3,pressure_ma_3,vibration_ma_3,volt_sd_3,rotate_sd_3,pressure_sd_3,vibration_sd_3,volt_ma_12,rotate_ma_12,pressure_ma_12,vibration_ma_12,volt_sd_12,rotate_sd_12,pressure_sd_12,vibration_sd_12,e_error1,e_error2,e_error3,e_error4,de_error1,de_error2,de_error3,de_error4,m_1,m_2,m_3,m_4,dm_1,dm_2,dm_3,dm_4,f_1,f_2,f_3,f_4,df_1,df_2,df_3,df_4,model,age
146026,2015-01-02 12:00:00,51,159.83042094999655,359.10512986524446,99.11745994623682,39.22782879393896,5.314778768200694,27.636387511745195,20.335126234192643,2.756616130551211,174.3327786542492,360.3453704089102,97.80968284306607,41.19993961326153,16.93523569404062,43.498658972174205,13.327986898025545,6.232697161123107,0.0,1.0,0.0,0.0,3.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,6.0,30.0,30.0,30.0,model4,19
146027,2015-01-02 15:00:00,51,180.5906634961109,349.92081200830916,113.07803735901835,41.1867687063753,19.048281675002507,42.12547776361716,9.979778876106327,5.740552074563072,173.6818754451452,354.08872112939827,103.14126639046044,40.392252564642135,17.800446366177802,32.76869604816085,14.01966096829008,5.327883051554284,0.0,1.0,0.0,0.0,6.0,0.0,18.0,27.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,9.0,33.0,33.0,33.0,model4,19
146028,2015-01-02 18:00:00,51,165.76545459076388,404.2758895473148,92.27194828733279,40.45739861263917,11.370743689864819,24.650705307390215,10.328835551868483,7.275415183825201,172.99496820015267,366.5754400584113,99.33398179537573,39.01292665502222,17.83476693204599,33.81952219673369,14.119380329138712,5.0721754433339985,0.0,1.0,0.0,0.0,9.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,12.0,36.0,36.0,36.0,model4,19
146029,2015-01-02 21:00:00,51,174.57060769638483,449.71531275538854,106.11269851932634,37.03199065327326,4.940553863830278,31.075774214018164,8.821632291909209,5.725565727602115,170.18928668331435,390.75428604406403,102.6450360279786,39.475996691556695,12.976750519820607,49.73402710763036,13.876040821569184,5.065993661250396,0.0,1.0,0.0,0.0,12.0,0.0,24.0,33.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,15.0,39.0,39.0,39.0,model4,19
146030,2015-01-03 00:00:00,51,163.87930658944677,463.6840168347265,97.13863871228209,38.63482039498857,8.1879621288504,98.08117053735566,15.668032064462237,4.436578718660173,171.20150809317693,416.8990077864346,102.15033071948994,39.32774459181909,12.487020307826322,67.19657195909654,12.907441096922858,5.2927912601095155,0.0,0.0,0.0,0.0,15.0,3.0,27.0,36.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,18.0,42.0,42.0,42.0,model4,19
146031,2015-01-03 03:00:00,51,158.01027537781945,407.03752063579486,101.34617900427934,34.66890850038791,14.097515834547048,70.95250486486981,9.490716466788417,3.0202574950786194,165.5564110636041,431.17818494330595,99.21736613080516,37.69827954032224,10.711675754437067,60.73440548608296,11.094823137811717,5.075525408915272,0.0,0.0,0.0,0.0,18.0,6.0,30.0,39.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,21.0,45.0,45.0,45.0,model4,19
146032,2015-01-03 06:00:00,51,175.77654113116174,405.4971902967265,98.26119025996415,36.746639878118366,10.432393112838685,42.59294261231558,7.8789834469188,9.246677158572039,168.0591826987036,431.4835101306589,100.71467662396299,36.77058985669204,11.517882097242277,62.373196725566864,9.981602362358819,5.377229997301244,0.0,0.0,0.0,0.0,21.0,9.0,33.0,42.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,24.0,48.0,48.0,48.0,model4,19
146033,2015-01-03 09:00:00,51,170.08877127711511,494.19442270597847,103.11016921581972,43.056085550296096,15.779713637472208,33.7308418001661,7.360840731192285,4.849442499792979,166.93872359388615,442.6032876183064,99.9640442980863,38.276613580947746,12.715612621315351,69.05576839132053,9.398818346115291,5.959184614109138,0.0,0.0,0.0,0.0,24.0,12.0,36.0,45.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,27.0,51.0,51.0,51.0,model4,19
146034,2015-01-03 12:00:00,51,170.42128233500173,471.95049370096405,102.78344536837604,36.74115643807996,21.86073677492291,31.85715188275082,9.993420528652788,2.7839701655224927,168.57421753027492,444.66990683486574,101.37524596210977,37.8031975917206,15.304365059652106,57.56020402020924,7.725274545807035,5.805668776669073,0.0,0.0,0.0,0.0,27.0,15.0,39.0,48.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,30.0,54.0,54.0,54.0,model4,19
146035,2015-01-03 15:00:00,51,176.64435379130873,422.2827704051278,95.74304447334889,40.556456879368795,8.384866813181798,13.584779252853712,6.545091627225252,0.5232456947785138,173.23273713364725,448.48121927719905,99.97446232937716,39.27508468646582,13.21074144186797,46.54047451206906,7.589608891215293,5.396462959317416,0.0,0.0,0.0,0.0,30.0,18.0,42.0,51.0,0.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,33.0,57.0,57.0,57.0,model4,19
146036,2015-01-03 18:00:00,51,179.49322652664839,411.20096079981295,91.14294500588244,37.37831582029809,15.818142805705982,84.63436896681445,3.097125182421033,3.1402527565001686,174.1619084825189,449.9071619029707,98.19490101585676,39.43300367201075,14.429534953270307,54.876706245363984,8.06693888290864,3.8183179430964684,0.0,0.0,0.0,0.0,33.0,21.0,45.0,54.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,36.0,60.0,60.0,60.0,model4,19
146037,2015-01-03 21:00:00,51,164.39827743057037,480.17300726314465,96.53984735576789,42.72497003951789,21.050378595501314,10.089057087887447,4.090129849071179,3.198752334221796,172.7392850208827,446.40180804226225,96.55232055084382,39.350224794316205,16.210244419168927,50.24535279281689,7.034241450240497,3.3959019638259385,0.0,0.0,0.0,0.0,36.0,24.0,48.0,57.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,39.0,63.0,63.0,63.0,model4,19
146038,2015-01-04 00:00:00,51,178.01658840127706,462.80786987354435,103.22933528520768,43.39906030614912,13.949545745154486,31.71743178059455,0.9461992494118386,5.643016560389012,174.63811153745155,444.1161520854073,96.66379303005174,41.01470076133351,14.610246005019855,49.1189325240369,5.748181319873455,3.9376004999521315,0.0,0.0,0.0,0.0,39.0,27.0,51.0,60.0,0.0,0.0,0.0,0.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,42.0,66.0,66.0,66.0,model4,19
146039,2015-01-04 03:00:00,51,157.27844521935936,464.7063233597073,100.40207113853656,41.84668296225541,30.527497752893748,104.29134097697644,6.2221920560316155,7.6752022581871975,169.79663439446418,454.72204032405216,97.82854969634865,41.33725728205516,20.63099309231272,64.95844644828469,5.864479449341405,5.116991927406437,0.0,0.0,0.0,0.0,42.0,30.0,54.0,63.0,0.0,0.0,0.0,0.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,45.0,69.0,69.0,69.0,model4,19
146040,2015-01-04 06:00:00,51,174.3391582348157,452.28562673215805,107.7641807783795,41.195577642477836,11.014755490202266,38.499403757740446,8.717167720659852,4.452026083069515,168.508117321506,464.99320680713845,101.98385863947288,42.29157273760011,19.503257503483617,50.56377223317305,6.508499509296786,4.767792694733248,0.0,0.0,0.0,0.0,45.0,33.0,57.0,66.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,48.0,72.0,72.0,72.0,model4,19
146041,2015-01-04 09:00:00,51,162.48376848213135,492.9080596825913,93.07279400005183,37.769112052236466,5.396059556648628,92.41339346097595,7.743145316842977,1.8579251367683898,168.02949008439626,468.176969912,101.11709530054385,41.05260824077977,17.610953724140014,65.03519324213391,7.935619338507375,5.03500576519699,0.0,0.0,0.0,0.0,48.0,36.0,60.0,69.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,51.0,75.0,75.0,75.0,model4,19
146042,2015-01-04 12:00:00,51,167.922081839127,445.79072184151863,100.2597454027546,42.552914564045196,21.24518319090392,51.68347159973636,5.013518111626093,6.18774771363678,165.50586344385877,463.9226829039937,100.37469782993058,40.84107180525378,17.96340340454843,68.12787080399188,8.109485826349797,5.058310521830058,0.0,0.0,0.0,0.0,51.0,39.0,63.0,72.0,0.0,0.0,0.0,0.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,54.0,78.0,78.0,78.0,model4,19
146043,2015-01-04 15:00:00,51,161.21957526227368,437.6814029660536,100.88645455149192,40.13910780018012,2.113611991619331,58.56353545482163,2.7550303420009326,0.9859792221401812,166.49114595458732,457.16645280558015,100.49579368316942,40.414178014734965,11.812924899560736,58.52559241831641,7.756275271241027,3.8356704833828705,0.0,0.0,0.0,0.0,54.0,42.0,66.0,75.0,0.0,0.0,0.0,0.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,57.0,81.0,81.0,81.0,model4,19
146044,2015-01-04 18:00:00,51,168.61675651060602,460.17147740024893,108.74480366499239,44.38769354374003,16.5336322804323,36.77736877780948,9.724863136222297,3.9949987552277597,165.0605455235349,459.13791547260297,100.74094940482264,41.21220699005052,12.222523235241827,58.25291200251156,8.22332986647293,4.177945603736865,0.0,0.0,0.0,0.0,57.0,45.0,69.0,78.0,0.0,0.0,0.0,0.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,60.0,84.0,84.0,84.0,model4,19
146045,2015-01-04 21:00:00,51,160.8079976878703,491.0386260753933,107.4399353162093,39.0095825783461,9.921656589828682,71.45625484488184,12.883749225330156,6.164933917512194,164.64160282496962,458.67055707080345,104.33273473386198,41.52232462157793,12.842264851921303,52.29985091231396,8.308486554103304,4.6607885816637165,0.0,0.0,0.0,0.0,60.0,48.0,72.0,81.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,63.0,87.0,87.0,87.0,model4,19
146046,2015-01-05 00:00:00,51,173.26341473291666,421.6394454028695,101.7524825174985,37.8373760993474,7.767276061273176,55.671067695504014,8.107051150513,5.151325033972329,165.97693604841706,452.63273796114123,104.70591901254797,40.34344000540347,10.450888980104308,55.69639098455007,8.576142628221792,4.6350568359323,0.0,0.0,0.0,0.0,63.0,51.0,75.0,84.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,66.0,90.0,90.0,90.0,model4,19
146047,2015-01-05 03:00:00,51,178.82677196367635,406.5038292547415,106.59020876951638,37.56016716627213,12.569000908693056,69.26315342537475,6.142087517153241,5.639217923542233,170.37873522376773,444.8383445333132,106.1318575670541,39.69870484692647,12.444071659153543,61.67534626404704,8.590743687586027,5.360672321868469,0.0,0.0,0.0,0.0,66.0,54.0,78.0,87.0,0.0,0.0,0.0,0.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,69.0,93.0,93.0,93.0,model4,19
146048,2015-01-05 06:00:00,51,165.3953723785897,542.0256932506325,91.1459500630228,41.48276870130214,6.873477467272709,23.28068187159012,9.842001355570417,2.978935817123447,169.57338919076358,465.30189849590903,101.7321441665617,38.972473636316984,10.90694744498962,75.57471027536859,10.605975059721025,4.663132360444054,0.0,0.0,0.0,0.0,69.0,57.0,81.0,90.0,0.0,0.0,0.0,0.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,72.0,96.0,96.0,96.0,model4,19
146049,2015-01-05 09:00:00,51,174.29742897166935,456.16700178438754,108.55651241319917,41.042099591031324,3.740219464375685,34.32306040727543,14.250893231169641,3.0693893104396324,172.94574701171334,456.58399242315755,102.01128844080917,39.48060288948829,8.736840994751986,68.96786889728463,11.088864243730303,4.175359517303749,0.0,0.0,0.0,0.0,72.0,60.0,84.0,93.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,75.0,99.0,99.0,99.0,model4,19
146050,2015-01-05 12:00:00,51,167.8126245803471,410.75122874645893,109.17134825750041,40.6385714686435,18.91746272461911,68.96349405202407,1.594577451151031,1.2311471598795716,171.5830494735709,453.8619382590548,103.86600487580962,40.18090173181232,11.643166929660735,72.72943348308857,11.031144182486614,3.4610313064976617,0.0,0.0,0.0,0.0,75.0,63.0,87.0,96.0,0.0,0.0,0.0,0.0,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,78.0,102.0,102.0,102.0,model4,19
146051,2015-01-05 15:00:00,51,168.53329751269905,429.5577158921137,97.40557951530451,41.24402396523668,12.845386844552745,82.55911028551503,4.78477810219523,9.180860421496844,169.00968086082653,459.62540991839774,101.56984756225664,41.101865931553455,10.855525441330839,71.90120932240927,11.072343320224688,4.362534608394476,0.0,0.0,0.0,0.0,78.0,66.0,90.0,99.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,81.0,105.0,105.0,105.0,model4,19
146052,2015-01-05 18:00:00,51,177.5093100908974,499.88394462044636,95.78154352971336,41.53769358733468,23.54542878856456,37.735611588982735,17.740023796876642,2.126835236830049,172.03816528890343,449.0899727608512,102.72874592892926,41.11559715306159,14.703223536255866,61.63859396486017,11.84243328910573,4.272319396334885,0.0,0.0,0.0,0.0,81.0,69.0,93.0,102.0,0.0,0.0,0.0,0.0,108.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,84.0,108.0,108.0,108.0,model4,19
146053,2015-01-05 21:00:00,51,173.88477465407104,472.0040522688891,95.54448746137092,42.676355616800244,20.517615849392463,32.72146557995678,3.0970749745218025,3.230710543436858,171.9350017095039,453.04923538197664,99.47573969097222,41.52416115950382,17.020812424578885,62.38773595043783,9.916244005256342,4.349515372412289,0.0,0.0,0.0,0.0,84.0,72.0,96.0,105.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,87.0,111.0,111.0,111.0,model4,19
146054,2015-01-06 00:00:00,51,172.39807624722835,482.08817847057185,102.71902848608022,41.110832370446154,5.222014451384055,26.30278005250677,6.56602473084204,6.346746326449712,173.0813646262242,470.88347281300486,97.8626597481172,41.642226384954476,14.952890413080134,50.48129021063027,8.94990513561278,5.077799245215253,0.0,0.0,0.0,0.0,87.0,75.0,99.0,108.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,0.0,0.0,0.0,0.0,90.0,114.0,114.0,114.0,model4,19
146055,2015-01-06 03:00:00,51,165.28769402731572,505.14064582844077,100.78741941102352,42.57768749035538,16.61287541367384,40.49183778530886,5.3102011095815165,4.818400504064054,172.26996375487832,489.77920529708666,98.70811972204699,41.97564226623416,15.936562552042309,32.74107015976801,9.086330139302941,3.8411366776253035,0.0,0.0,0.0,0.0,90.0,78.0,102.0,111.0,0.0,0.0,0.0,0.0,117.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,93.0,117.0,117.0,117.0,model4,19
146056,2015-01-06 06:00:00,51,179.0234836046197,462.98173250616605,103.96423763747173,36.86399879635746,8.865589507552066,15.802439664920405,1.865200655908363,4.777098289979706,172.64850713330893,480.55365226851654,100.75379324898658,40.807218568489844,13.124908680578862,30.55531837560271,5.158266336655836,4.864723229884307,0.0,0.0,0.0,0.0,93.0,81.0,105.0,114.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,96.0,120.0,120.0,120.0,model4,19
146057,2015-01-06 09:00:00,51,178.55547939544735,434.6594407572381,97.92049800838303,36.558961885298494,5.212940006283314,46.69110844314756,6.062761007304499,1.5206226228747377,173.816183318653,471.21749939060373,101.34779588573959,39.2778701356144,10.405549887278823,39.934283347002854,5.09414314921289,4.858597003827922,0.0,0.0,0.0,0.0,96.0,84.0,108.0,117.0,0.0,0.0,0.0,0.0,123.0,123.0,123.0,123.0,0.0,0.0,0.0,0.0,99.0,123.0,123.0,123.0,model4,19
146058,2015-01-06 12:00:00,51,166.39314523437903,425.271634478062,97.3128185674248,36.0776297848188,9.09124790842399,28.820945115710952,12.628505585173697,2.8921575442537835,172.31495056544068,457.0133633924764,99.99624340607572,38.019569489207555,11.417768700498446,44.083908517359866,7.003039235352006,4.237043383854028,0.0,0.0,0.0,0.0,99.0,87.0,111.0,120.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0.0,0.0,0.0,0.0,102.0,126.0,126.0,126.0,model4,19
146059,2015-01-06 15:00:00,51,168.13285301354134,484.0502703646387,97.08700799149399,36.0160291010209,6.637956703944048,48.62822761004029,7.7531655054721575,3.7259434026459552,173.02624031199716,451.74076952652587,99.07114055119331,36.37915489187393,8.885233724175851,40.15674538300278,7.486582623038344,2.9577467953274024,0.0,0.0,0.0,0.0,102.0,90.0,114.0,123.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,129.0,0.0,0.0,0.0,0.0,105.0,129.0,129.0,129.0,model4,19
146060,2015-01-06 18:00:00,51,182.3413288196493,471.4299620730212,104.30409068702203,40.09760963342786,17.900140565154715,69.34794995572449,6.960659581309424,1.1539768211928685,173.85570161575458,453.85282691823977,99.1561038135809,37.18755760114153,11.662720871016226,50.07942242157511,8.071944728733579,2.7991270213311306,0.0,0.0,0.0,0.0,105.0,93.0,117.0,126.0,0.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,108.0,132.0,132.0,132.0,model4,19
146061,2015-01-06 21:00:00,51,165.56603310911595,457.3720986572489,113.97834104685039,45.83959656762789,24.278778973189112,29.375550279935265,2.6356818876639574,1.1110791989715438,170.60834004417174,459.53099139324246,103.17056457319772,39.50771627172388,15.474689485216496,46.21910243232117,10.082495844950857,4.698364730782873,0.0,0.0,0.0,0.0,108.0,96.0,120.0,129.0,0.0,0.0,0.0,0.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,111.0,135.0,135.0,135.0,model4,19
146062,2015-01-07 00:00:00,51,166.10163148043063,471.3106526499793,92.73264368446945,41.385372279722255,28.40071647781369,43.350531540274915,7.809643312895741,1.7877113570119543,170.53546160568467,471.04074593622175,102.02552085245891,40.834651895449745,19.28162079740577,43.590011777758114,10.132863765457406,4.119077725375566,0.0,0.0,0.0,0.0,111.0,99.0,123.0,132.0,0.0,0.0,0.0,0.0,138.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,114.0,138.0,138.0,138.0,model4,19
146063,2015-01-07 03:00:00,51,177.04164303637924,457.59662643391965,107.18777701961533,35.529758554497185,13.037520235027943,52.372724424619676,11.91411232954321,0.8494229537951604,172.76265911139419,464.42733495354196,104.55071310948925,40.71308425881882,19.980826120895586,43.866553103566744,10.545804812714822,3.987520344802262,0.0,0.0,0.0,0.0,114.0,102.0,126.0,135.0,0.0,0.0,0.0,0.0,141.0,141.0,141.0,141.0,0.0,0.0,0.0,0.0,117.0,141.0,141.0,141.0,model4,19
146064,2015-01-07 06:00:00,51,172.65781251512922,450.20140698988627,87.47047752754553,41.00164596922919,10.460081839563395,63.15828462468157,8.99323129214848,5.877542910404101,170.34178003526415,459.1201961827582,100.3423098196201,40.93909334276915,18.150924016439063,42.264010970843565,13.316776230499652,4.669354784007017,0.0,0.0,0.0,0.0,117.0,105.0,129.0,138.0,0.0,0.0,0.0,0.0,144.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,120.0,144.0,144.0,144.0,model4,19
146065,2015-01-07 09:00:00,51,170.56647488819127,462.44115306070245,103.85299161839328,40.43744403571131,13.822774988555022,86.41750940473604,10.307567496397288,4.520419643243423,171.59189048003304,460.38745978362164,97.81097246250583,39.58855520979001,15.7832228037473,54.65884778763243,11.876480461457913,4.101593151061516,0.0,0.0,0.0,0.0,120.0,108.0,132.0,141.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,147.0,0.0,0.0,0.0,0.0,123.0,147.0,147.0,147.0,model4,19
146066,2015-01-07 12:00:00,51,185.31918183704795,415.6329297499622,96.23065573759614,38.209979827273145,13.812186966866577,32.25512529022153,10.13174363877168,1.5190062259912849,176.3962780691874,446.46802905861745,98.68547547578748,38.79470709667773,12.455243651425956,56.012729015522886,11.892812717681437,3.9511803043181173,0.0,0.0,0.0,0.0,123.0,111.0,135.0,144.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,126.0,150.0,150.0,150.0,model4,19
146067,2015-01-07 15:00:00,51,168.4752651693426,426.0989582302506,106.16322937211105,41.60518272245753,6.0848946308761445,64.12517958592866,5.335457228432836,2.8504428899929968,174.25468360242817,438.5936120077002,98.42933856391141,40.31356313866783,11.956370618725977,58.29317712288338,10.78284303103413,3.699762437870701,0.0,0.0,0.0,0.0,126.0,114.0,138.0,147.0,0.0,0.0,0.0,0.0,153.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,129.0,153.0,153.0,153.0,model4,19
146068,2015-01-07 18:00:00,51,165.5418879462596,441.1467110397156,98.45718967024281,40.91131730520686,19.067400134499003,35.46478930491547,3.925987358223031,2.228688996480337,172.47570246021075,436.3299380201575,101.17601659958575,40.29098097266226,14.342938710772753,53.48784552603932,7.961376172189588,2.877170133644529,0.0,0.0,0.0,0.0,129.0,117.0,141.0,150.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,132.0,156.0,156.0,156.0,model4,19
146069,2015-01-07 21:00:00,51,185.83529806149525,460.20869929982155,90.33793285951579,47.07395021877161,17.33035533296087,81.24761544802666,6.435847769314281,5.605060953798419,176.2929082535367,435.77182457993723,97.79725190986638,41.95010751842734,16.042872186558785,51.69691845789476,8.320117872387351,4.451286506607646,0.0,0.0,0.0,0.0,132.0,120.0,144.0,153.0,0.0,0.0,0.0,0.0,159.0,159.0,159.0,159.0,0.0,0.0,0.0,0.0,135.0,159.0,159.0,159.0,model4,19
